,smiles,compound_set,template,hit1,hit2
57,O=C1C[C@@]2(CCN(c3ccccc3F)C2=O)[C@H](CC(=O)c2cscn2)CN1,cx0398a-cx0300a,cx0300a,cx0398a,cx0300a
