,smiles,compound_set,template,hit1,hit2
234,CCc1nc(CN2CC[C@@]3(CC2=O)[C@@H](C)Oc2c(F)cccc2N3C(C)=O)no1,cx0316a-cx0505a,cx0300a,cx0316a,cx0505a
